;BOUWJAAR_PAND;VLOEROPPERVLAK_VERBLIJFSOBJECT;age;app_advance_payment_adjustment_last_year;app_check_advance_payment_last_year;app_determine_day_of_payment_last_year;app_mandate_no_last_year;app_mandate_yes_last_year;app_transaction_request_last_year;bought_toon;electricity_annual_consumption_estimated_offpeak;electricity_annual_consumption_estimated_peak;electricity_annual_consumption_estimated_total;electricity_last_contract_annual_consumption_estimated_offpeak;electricity_last_contract_annual_consumption_estimated_peak;electricity_last_contract_annual_consumption_estimated_total;electricity_last_contract_term;gas_annual_consumption_estimated;gas_last_contract_annual_consumption_estimated;has_active_boiler_rent_contract;has_active_electricity_contract;has_phone_number;province;web_os_other_last_year
11492;1979;112;29;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;1102;1275;2377;INDEFINITE;;9;FALSE;FALSE;TRUE;ZUID-HOLLAND;FALSE
11493;1955;83;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;852;1227;2079;852;1227;2079;INDEFINITE;613;613;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
11494;1964;104;78;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;955;1231;2186;955;1231;2186;INDEFINITE;684;684;FALSE;TRUE;TRUE;UTRECHT;FALSE
11495;1956;123;120;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;;;;FALSE;FALSE;TRUE;GELDERLAND;FALSE
11496;1967;134;71;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;568;693;1244;469;693;1162;3 YEARS;1354;1354;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
11497;1904;115;48;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1074;1522;2596;1074;1522;2596;1 YEAR;2058;57;FALSE;TRUE;TRUE;GELDERLAND;FALSE
11498;1972;70;85;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;3157;1785;4942;1626;1455;3081;3 YEARS;;1594;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
11499;1965;107;90;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1550;1225;2775;1550;1225;2775;INDEFINITE;10;10;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
11500;1975;114;83;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;488;734;1222;488;734;1222;1 YEAR;1361;1361;FALSE;TRUE;TRUE;GELDERLAND;FALSE
11501;1985;64;76;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;498;918;1416;498;918;1416;INDEFINITE;412;412;FALSE;TRUE;TRUE;NOORD-BRABANT;FALSE
11502;1994;129;43;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1271;1658;2929;1271;1658;2929;INDEFINITE;815;815;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
11503;1985;66;54;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;1818;844;2662;INDEFINITE;;0;FALSE;FALSE;TRUE;ZUID-HOLLAND;FALSE
11504;2000;123;51;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1620;1780;3400;1620;1780;3400;3 YEARS;;1267;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
11505;1968;102;26;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1033;1063;2096;1033;1063;2096;INDEFINITE;1038;1038;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
11506;1970;88;89;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;1399;1399;;1123;1123;3 YEARS;531;467;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
11507;2008;303;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;3248;3915;7163;2849;2874;5723;3 YEARS;2160;2160;FALSE;TRUE;TRUE;NOORD-BRABANT;FALSE
11508;1976;100;74;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;;2873;2873;FALSE;FALSE;TRUE;FRIESLAND;FALSE
11509;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;;843;843;FALSE;FALSE;FALSE;;FALSE
11510;1960;73;35;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1076;2679;2679;1076;1429;2505;INDEFINITE;2035;2035;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
11511;1995;153;61;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1022;883;1905;1022;883;1905;INDEFINITE;943;943;FALSE;TRUE;TRUE;UTRECHT;FALSE
11512;1979;117;31;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;662;764;1426;662;764;1426;4 YEARS;1096;1096;FALSE;TRUE;TRUE;UTRECHT;FALSE
11513;2002;107;50;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1720;1429;3149;1720;1429;3149;3 YEARS;;;FALSE;TRUE;TRUE;NOORD-HOLLAND;FALSE
11514;1957;97;83;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;450;370;820;450;370;820;INDEFINITE;673;673;FALSE;TRUE;TRUE;NOORD-BRABANT;FALSE
11515;;;31;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;757;757;;757;757;INDEFINITE;669;669;FALSE;FALSE;TRUE;;FALSE
11516;1986;106;58;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;979;961;1940;979;961;1940;INDEFINITE;1044;1044;TRUE;TRUE;TRUE;ZUID-HOLLAND;FALSE
11517;1930;233;71;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1322;1782;3104;1322;1782;3104;3 YEARS;2899;2899;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
11518;1964;74;49;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1127;1002;2129;1127;1002;2129;INDEFINITE;1375;1375;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
11519;1993;87;72;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;;242;242;FALSE;FALSE;TRUE;NOORD-BRABANT;FALSE
11520;1991;139;72;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1184;1366;2550;1184;1366;2550;INDEFINITE;1404;1404;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
11521;1950;155;60;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;6452;7088;13540;6452;7088;13540;INDEFINITE;3460;3460;FALSE;TRUE;TRUE;UTRECHT;FALSE
11522;2003;92;48;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1686;1835;3521;1686;1835;3521;3 YEARS;474;474;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
11523;1982;85;52;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1296;1026;2322;1296;1026;2322;3 YEARS;579;579;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
11524;1925;298;60;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;;1644;1644;FALSE;FALSE;TRUE;FRIESLAND;FALSE
11525;2010;104;73;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1122;1424;2546;1122;1424;2546;INDEFINITE;;19;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
11526;1930;201;61;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;2108;1956;4064;2108;1956;4064;INDEFINITE;2030;2030;FALSE;TRUE;TRUE;UTRECHT;FALSE
11527;1973;131;77;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;0;0;;0;0;INDEFINITE;1637;1637;FALSE;TRUE;TRUE;UTRECHT;FALSE
11528;2006;119;34;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;975;1060;2035;975;1060;2035;INDEFINITE;;;FALSE;TRUE;TRUE;UTRECHT;FALSE
11529;2012;59;31;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1001;1000;2001;1001;1000;2001;INDEFINITE;1009;1009;FALSE;TRUE;TRUE;NOORD-BRABANT;FALSE
11530;1450;210;72;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;2155;1934;4089;685;1137;1822;INDEFINITE;;;FALSE;TRUE;TRUE;UTRECHT;FALSE
11531;1970;190;38;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1021;3628;3628;;3628;3628;1 YEAR;1709;1709;FALSE;TRUE;TRUE;FRIESLAND;FALSE
11532;1860;42;34;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;4089;4939;9028;4089;4939;9028;INDEFINITE;4560;4560;FALSE;TRUE;TRUE;GRONINGEN;TRUE
11533;1960;72;88;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;397;516;913;397;516;913;INDEFINITE;1294;1294;FALSE;TRUE;TRUE;UTRECHT;FALSE
11534;;;32;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;867;683;1550;867;683;1550;3 YEARS;1185;1185;FALSE;TRUE;TRUE;;FALSE
11535;1959;66;37;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1276;1643;2919;1276;1643;2919;3 YEARS;1727;1727;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
11536;2000;136;56;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;2230;2245;4475;2230;2245;4475;3 YEARS;;834;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
11537;2009;199;40;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1153;1445;2598;1153;1445;2598;4 YEARS;1561;1561;FALSE;TRUE;TRUE;DRENTHE;FALSE
11538;1966;101;53;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;1152;1152;;1152;1152;INDEFINITE;;268;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
11539;1950;66;52;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;988;860;1848;1164;1250;2414;3 YEARS;1426;1507;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
11540;1968;118;75;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;1907;1220;3127;;;1575;FALSE;FALSE;TRUE;ZUID-HOLLAND;FALSE
11541;1966;112;30;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1465;1901;3366;1271;932;2203;3 YEARS;1329;1293;FALSE;TRUE;TRUE;NOORD-BRABANT;FALSE
11542;1921;85;64;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1988;1724;3712;1988;1724;3712;INDEFINITE;1307;1307;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
11543;1970;109;66;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;813;766;1579;813;766;1579;3 YEARS;2832;2832;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
11544;1931;83;59;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;2029;2029;850;1272;2122;3 YEARS;1032;1105;FALSE;TRUE;TRUE;GELDERLAND;FALSE
11545;2017;164;36;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1422;1440;2862;1422;1440;2862;1 YEAR;953;953;FALSE;TRUE;TRUE;LIMBURG;FALSE
11546;1973;132;47;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;4540;4540;INDEFINITE;;1215;FALSE;FALSE;TRUE;NOORD-HOLLAND;FALSE
11547;1986;100;48;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;722;675;1397;722;675;1397;INDEFINITE;1302;1302;FALSE;TRUE;TRUE;LIMBURG;FALSE
11548;1977;172;63;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1799;2833;4632;1167;1952;3119;INDEFINITE;2144;2027;FALSE;TRUE;TRUE;UTRECHT;FALSE
11549;1982;47;55;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;717;1249;1966;717;1249;1966;4 YEARS;1160;1160;FALSE;TRUE;TRUE;NOORD-BRABANT;FALSE
11550;2004;100;33;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;;;;FALSE;FALSE;TRUE;UTRECHT;FALSE
11551;1993;97;34;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;1896;4716;4716;1896;1540;3436;INDEFINITE;1975;1408;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
11552;2010;73;95;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;475;544;1019;475;544;1019;INDEFINITE;215;215;FALSE;TRUE;TRUE;NOORD-BRABANT;FALSE
11553;1992;180;30;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;;;;FALSE;FALSE;TRUE;FLEVOLAND;FALSE
11554;1973;99;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;3831;2123;5954;3534;1827;5361;3 YEARS;2987;2987;FALSE;TRUE;TRUE;LIMBURG;FALSE
11555;1960;112;55;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;2625;2275;4900;2625;2275;4900;INDEFINITE;1578;1578;FALSE;TRUE;TRUE;NOORD-BRABANT;FALSE
11556;1005;66;30;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1160;1144;2304;769;914;1683;INDEFINITE;826;751;FALSE;FALSE;TRUE;NOORD-HOLLAND;FALSE
11557;1978;89;30;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;997;997;;997;997;4 YEARS;780;780;FALSE;TRUE;TRUE;DRENTHE;FALSE
11558;1964;75;30;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;889;1017;1906;785;801;1586;1 YEAR;637;285;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
11559;;;28;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;293;990;1283;293;990;1283;4 YEARS;826;826;FALSE;TRUE;TRUE;;FALSE
11560;1959;72;31;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;305;219;524;305;219;524;INDEFINITE;390;390;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
11561;1965;114;44;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;757;1025;1782;757;1025;1782;INDEFINITE;1830;1830;FALSE;TRUE;TRUE;DRENTHE;FALSE
11562;1963;92;41;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;5220;5220;;5220;5220;INDEFINITE;30;30;FALSE;FALSE;TRUE;ZUID-HOLLAND;FALSE
11563;1996;105;74;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;961;955;1916;961;955;1916;INDEFINITE;1271;1271;FALSE;TRUE;TRUE;DRENTHE;FALSE
11564;1999;104;59;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1490;1347;2837;1490;1347;2837;INDEFINITE;853;853;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
11565;1985;83;70;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;673;1230;1903;673;1230;1903;INDEFINITE;523;523;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
11566;1973;175;70;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1593;1960;3553;1593;1960;3553;INDEFINITE;2658;2658;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
11567;1923;53;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1872;2242;4114;1503;2091;3594;INDEFINITE;1154;1154;FALSE;TRUE;TRUE;UTRECHT;FALSE
11568;1962;87;55;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;1933;1933;;1933;1933;INDEFINITE;1207;1207;FALSE;TRUE;TRUE;LIMBURG;FALSE
11569;1977;90;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;;;;FALSE;FALSE;TRUE;ZUID-HOLLAND;FALSE
11570;1967;82;53;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;598;898;1496;;;176;FALSE;FALSE;TRUE;UTRECHT;FALSE
11571;1929;125;42;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1535;1660;3195;1535;1660;3195;INDEFINITE;1363;1363;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
11572;2016;124;34;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1804;2318;4122;989;726;1715;3 YEARS;1169;1169;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
11573;1977;127;60;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;3056;1012;4068;3056;1012;4068;4 YEARS;23;23;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
11574;1997;88;39;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;902;688;1590;902;688;1590;INDEFINITE;489;489;FALSE;TRUE;FALSE;UTRECHT;FALSE
11575;2008;140;41;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1256;1716;2972;1256;1716;2972;INDEFINITE;907;907;FALSE;TRUE;TRUE;UTRECHT;FALSE
11576;1953;49;48;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1520;1236;2756;1520;1236;2756;INDEFINITE;1673;1673;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
11577;1904;44;22;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;553;496;1049;553;496;1049;INDEFINITE;535;535;FALSE;TRUE;TRUE;NOORD-HOLLAND;FALSE
11578;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1342;3106;4448;1342;3106;4448;1 YEAR;1227;1227;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
11579;1968;73;57;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;347;449;796;347;449;796;INDEFINITE;21;21;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
11580;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;2702;6678;9228;2278;6678;8956;INDEFINITE;1166;1016;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
11581;2015;109;62;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1293;1112;2405;1293;1112;2405;INDEFINITE;667;667;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
11582;1909;102;53;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1718;1339;3057;1718;1339;3057;3 YEARS;1690;1690;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
11583;2014;50;62;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;596;666;1262;596;666;1262;1 YEAR;327;327;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
11584;1965;216;86;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;3081;1585;4666;3081;1585;4666;INDEFINITE;3422;3422;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
11585;1960;89;53;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;747;1415;2162;747;1415;2162;4 YEARS;1094;1094;FALSE;TRUE;TRUE;GELDERLAND;FALSE
11586;1953;72;69;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;714;1619;2333;714;1619;2333;3 YEARS;462;462;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
11587;1917;124;54;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1911;1709;3620;1911;1709;3620;INDEFINITE;1983;1983;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
11588;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;2531;6423;8954;2531;6423;8954;INDEFINITE;2492;2492;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
11589;1981;110;25;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;694;758;1426;694;716;1410;3 YEARS;1395;1395;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
11590;1985;72;38;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1768;1447;3215;1768;1447;3215;INDEFINITE;893;893;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
11591;1925;72;79;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;1406;1406;;1254;1254;INDEFINITE;745;643;FALSE;TRUE;FALSE;ZUID-HOLLAND;FALSE
11592;1955;79;37;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;546;390;936;546;390;936;INDEFINITE;466;466;FALSE;TRUE;TRUE;UTRECHT;FALSE
11593;2011;85;67;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1125;1000;2125;1125;1000;2125;INDEFINITE;;986;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
11594;1952;45;25;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;706;706;;706;706;INDEFINITE;249;249;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
11595;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1584;1378;2962;1584;1378;2962;3 YEARS;1394;454;FALSE;TRUE;TRUE;UTRECHT;FALSE
11596;2003;119;57;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;2564;2979;5543;2564;2979;5543;INDEFINITE;;;FALSE;TRUE;TRUE;NOORD-BRABANT;FALSE
11597;1969;85;30;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1157;386;1543;1157;386;1543;INDEFINITE;6;6;FALSE;TRUE;TRUE;OVERIJSSEL;FALSE
11598;1977;85;47;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1271;1372;2643;905;1097;2002;4 YEARS;1029;873;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
11599;1979;77;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1510;574;2084;1510;574;2084;;11;11;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
11600;1982;85;60;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;669;605;1274;669;605;1274;4 YEARS;734;734;FALSE;TRUE;TRUE;NOORD-BRABANT;FALSE
11601;2006;198;52;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;3968;4657;8625;1380;1425;2805;3 YEARS;2155;1764;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
11602;;;32;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1183;1186;2369;1057;1039;2096;INDEFINITE;1252;1252;FALSE;TRUE;TRUE;;FALSE
11603;1959;76;41;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;2482;2519;5001;2482;2519;5001;INDEFINITE;873;873;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
11604;1961;58;53;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;653;1495;1708;213;1495;1708;3 YEARS;628;628;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
11605;1991;85;59;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;607;640;1247;607;640;1247;INDEFINITE;1015;1015;FALSE;TRUE;TRUE;NOORD-BRABANT;FALSE
11606;1990;88;77;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1181;1280;2461;1042;1115;2157;4 YEARS;1252;1252;FALSE;TRUE;TRUE;UTRECHT;FALSE
11607;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1739;9564;11303;1739;9564;11303;1 YEAR;1377;1377;FALSE;TRUE;TRUE;UTRECHT;FALSE
11608;2006;102;100;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;771;1246;2017;771;1246;2017;1 YEAR;1005;1005;FALSE;TRUE;TRUE;GELDERLAND;FALSE
11609;1952;54;29;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;978;1071;2049;978;1071;2049;INDEFINITE;1332;1332;FALSE;TRUE;TRUE;FRIESLAND;FALSE
11610;2016;113;32;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1607;1772;3379;1607;1772;3379;INDEFINITE;;927;FALSE;TRUE;TRUE;GELDERLAND;FALSE
11611;1980;203;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1773;3360;5133;1773;3360;5133;1 YEAR;1694;1694;FALSE;TRUE;TRUE;FLEVOLAND;FALSE
11612;2011;78;79;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;734;950;1684;734;950;1684;3 YEARS;916;916;FALSE;TRUE;TRUE;NOORD-HOLLAND;FALSE
11613;2007;352;53;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;4044;3406;7450;4044;3406;7450;INDEFINITE;2497;2497;FALSE;TRUE;TRUE;NOORD-HOLLAND;FALSE
11614;1977;117;78;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;900;988;1888;900;988;1888;INDEFINITE;1296;1296;FALSE;TRUE;TRUE;UTRECHT;FALSE
11615;1928;107;76;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1737;1960;3697;1737;1960;3697;INDEFINITE;1834;1834;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
11616;1982;118;54;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;2264;2222;4486;INDEFINITE;;;FALSE;FALSE;TRUE;ZUID-HOLLAND;FALSE
11617;1957;94;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;2065;1411;3476;2065;1411;3476;INDEFINITE;2429;2429;FALSE;TRUE;FALSE;LIMBURG;FALSE
11618;1955;48;69;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;1075;849;1924;INDEFINITE;;1183;FALSE;FALSE;TRUE;ZUID-HOLLAND;FALSE
11619;2010;95;54;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;691;750;1441;691;750;1441;INDEFINITE;339;339;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
11620;1982;91;40;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;1425;1624;3049;INDEFINITE;;;FALSE;FALSE;TRUE;ZUID-HOLLAND;FALSE
11621;2015;107;65;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1903;1139;3042;1903;1139;3042;3 YEARS;666;666;FALSE;TRUE;TRUE;NOORD-BRABANT;FALSE
11622;2008;101;60;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;2348;2599;4947;718;705;1423;4 YEARS;1769;463;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
11623;1996;237;46;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;4121;4750;8871;4121;4750;8871;INDEFINITE;6043;6043;FALSE;TRUE;TRUE;UTRECHT;FALSE
11624;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;4626;4731;9357;;1195;1195;FALSE;FALSE;TRUE;ZUID-HOLLAND;FALSE
11625;1984;106;61;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;2399;2745;5144;2399;2745;5144;INDEFINITE;533;533;FALSE;FALSE;TRUE;ZUID-HOLLAND;FALSE
